Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  08/1946;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;0.0;0.0
  09/1946;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  8.0;  0.0;20.2;0.0;---;20.2;28.2
  10/1946;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 16.5;  0.0; 17.0;  0.7;  0.0;  0.0;  0.0;  0.0; 32.0;  0.0;  0.0;  0.0; 29.2;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;15.0;32.0;110.4
  11/1946;  0.0; 44.0;  9.0; 13.2;  0.0;  0.0;  0.0; 68.0;  7.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  6.0;  0.0;  0.0;  0.0;  6.0;  0.0;  0.0;20.2;24.4;---;68.0;197.8
  12/1946;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 16.0;  2.0;  2.0;  0.0;  0.0;  0.0;  0.0;  0.0;  1.3; 20.5; 28.7;  0.0;  0.0;  0.0; 17.7; 14.0; 20.2;  2.1;  0.0;  0.0;  4.1;0.0;4.8;56.0;56.0;189.4
  01/1947; 55.3; 28.2;  5.7;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 22.5;  0.0;  0.0; 20.0;  0.0;  4.0;  3.8;  0.0;  0.0;  0.0; 21.0;  0.0;  8.0; 16.0;5.0;36.5;7.0;55.3;233.0
  02/1947;  0.0;  0.0;  0.0;  0.0;  0.0; 53.3;  0.0;  0.0;  0.0;  0.0; 20.0; 54.4;  0.0; 18.4; 23.6;  4.5;  0.0;  6.2;  8.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  9.5;  4.0;---;---;---;54.4;202.4
  03/1947; 75.6;  0.0; 11.0;  0.0;  2.4; 27.0;  0.0; 23.2;  0.0;  7.0;  0.0;  0.0;  0.0;134.0;  6.0; 34.5;  8.4; 18.0; 13.3;  0.2;  0.0;  0.0;  0.0;  8.5;  4.0;  5.0; 14.0;  0.0;0.0;0.0;0.0;134.0;392.1
  04/1947;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;0.0;0.0
  05/1947;  0.0;  0.0;  0.0;  4.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  6.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  5.6;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;6.0;16.1
  06/1947;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 18.0;  0.0;  0.0; 17.5;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;18.0;35.5
  07/1947;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 21.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  2.0;0.0;0.0;0.0;21.0;23.0
  08/1947;  1.0;  4.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  2.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;11.0;0.0;0.0;11.0;18.5
  09/1947;  8.2;  0.0;  0.0;  0.0;  5.2;  0.0;  0.0;  0.0; 15.0;  7.2;  0.0; 18.8;  0.0;  0.0;  0.0;  0.0;  0.0; 15.0; 27.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;14.2;0.0;---;27.5;111.1
  10/1947;  0.0; 43.6; 11.4;  0.0;  0.0; 62.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 14.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 15.2; 16.4; 17.5; 12.4;  0.0;  0.0;0.0;0.0;0.0;62.0;192.5
  11/1947;  4.7; 10.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 41.0;  0.0;  0.0; 17.0;  4.1;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  4.1; 62.4;  5.2;  0.0;0.0;0.0;---;62.4;148.5
  12/1947;  0.0; 33.0;  4.2;  0.0;  0.0;  0.0;  0.0;  0.0; 13.5; 12.0;  0.0; 11.0;  8.0;  0.0;  0.0;  0.0; 28.2;  2.0;  0.0; 12.2; 14.3; 18.3;  0.0;  0.0;  0.0; 17.0;  0.0;  0.0;0.0;17.2;0.0;33.0;190.9
  01/1948;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 11.0;  0.0;  0.0;  0.0; 26.0;  3.0;  0.0;  0.0; 20.0; 23.5;  0.0; 24.3;  0.0;  0.0;  0.0;  0.0; 22.0;  0.0; 20.0;  0.0;  0.0;0.0;3.5;0.0;26.0;153.3
  02/1948;  0.0;  0.0;  0.0; 11.0;  0.0;  0.0;  0.0;  9.4;  0.0;  0.0;  0.0;  0.0;  0.0; 11.0; 48.0;  0.0;  0.0;  0.0;  0.0; 30.0; 10.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 19.5;24.4;---;---;48.0;163.3
  03/1948;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 20.5; 22.3;  0.0; 57.0; 37.8; 18.0;  0.0;  0.6;  0.0;  8.2;  0.0;  0.6;  0.0;  0.5;  0.4; 22.0;  0.0;  0.0;  0.4;0.0;0.0;7.0;57.0;195.3
  04/1948;  0.0;  0.0;  2.3;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;2.3;2.3
  05/1948;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  7.2;  0.0;  5.1;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  6.2;2.0;0.0;0.1;7.2;20.6
  06/1948;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;0.0;0.0
  07/1948;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  1.5;  0.0;  0.0;  0.0;  5.8;  0.0;  1.0;  0.5;  0.0;0.0;0.0;0.0;5.8;8.8
  08/1948;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;0.5;0.5
  09/1948;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.7;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  6.8;  0.0;3.1;0.0;---;6.8;10.6
  10/1948;  0.0;  0.0;  0.0; 12.5;  0.0; 16.3;  0.0;  0.0;  0.0; 30.5;  0.0;  1.4;  0.0; 17.1;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  4.6;  0.0;  0.0;2.1;0.0;0.0;30.5;84.5
  11/1948;  0.0;  0.0;  3.4;  5.2;  6.2;  0.0; 22.5;  5.1;  1.0;  0.0;  0.8; 13.8;  0.0; 51.6; 27.5; 17.3;  0.0;  0.0;  1.2;  3.5;  0.0;  4.0;  0.0;  0.0;  0.0;  2.5; 70.9;  0.0;0.0;0.0;---;70.9;236.5
  12/1948; 16.0;  1.2;  0.0;  0.0;  2.0;  0.0;  0.0;  8.2;  0.0;  0.0;  0.0;  0.0;  0.4;  5.0; 23.1; 24.6; 30.2; 71.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;22.1;8.2;0.0;71.5;212.5
  01/1949;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  4.8;  0.0;  6.3;  3.1; 36.7; 39.0; 66.2;  0.0;  0.0; 27.8; 18.3;  1.5;  0.0;  0.0;  0.0;  6.0;  7.3; 30.2;  1.0; 17.4; 20.8;0.0;7.1;69.0;69.0;362.5
  02/1949;  0.0;  0.0;  0.0; 13.0;  0.3;  5.0; 16.7; 46.2;  0.0;  0.0;  1.6;  0.0;  0.0;  0.0; 14.8;  0.0; 14.6;  5.5;  8.1; 35.8;  6.2;  2.6;  5.4;  0.0; 10.3;  1.2;  1.0; 29.2;---;---;---;46.2;217.5
  03/1949;  0.0;  0.0;  5.1;  2.8;  0.0;  9.1;  1.0; 19.3;  3.2;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  1.1; 16.2;  0.0;  0.0;  0.0;  0.0;  0.0;  1.0;  0.0; 38.7;  0.0;  0.0;13.5;2.8;9.7;38.7;123.5
  04/1949; 35.7; 50.8;  0.0;  0.0;  0.0;  0.9;  0.0;  1.2;  4.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  1.6;  0.0; 19.0;  0.5;  0.0;  0.0;0.0;0.0;---;50.8;113.7
  05/1949;  0.0;  0.0;  0.0; 13.1;  0.0; 11.2;  6.2;  0.0;  0.0; 13.4; 24.2;  1.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;24.2;69.1
  06/1949;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  2.1;  0.0;  0.0; 12.2;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;12.2;14.3
  07/1949;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;0.0;0.0
  08/1949;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;29.2;0.0;29.2;29.2
  09/1949;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  2.6;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;2.6;2.6
  10/1949;  0.0;  0.0;  0.3;  0.0;  0.0;  1.9;  1.7;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 23.1;  0.6; 12.4;  0.0;  0.0; 21.2; 14.3;  0.0;  0.0;  0.0;  2.0; 13.4;  0.0; 43.6;0.0;0.0;0.0;43.6;134.5
  11/1949;  0.0;  0.0;  0.0;  0.0;  2.1;  4.5;  0.2; 23.2; 26.4;  6.0;  1.4;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  1.4; 18.2; 14.1;  0.0;  0.0;  0.0; 17.6;  0.0;  0.0;0.0;0.0;---;26.4;115.1
  12/1949; 32.6; 28.4;  3.6;  0.0; 16.8;  0.0;  8.3; 37.4; 31.3;  0.0;  1.3; 40.2; 12.6; 32.8; 20.1; 35.9;  0.0;  0.0;  0.0;  0.0;  0.0; 33.4;  7.3; 12.1; 40.2;  0.0;  0.0;  0.0;0.0;0.0;0.0;40.2;394.3
  01/1950;  0.0; 15.2;  0.0;  2.7;  0.0; 74.2;  0.0;  0.0;  0.0; 13.0; 55.0; 15.2;  1.3;  2.5;  0.0; 27.6; 14.6;  9.1; 22.2; 16.9; 19.2;  0.2; 17.3; 52.1; 67.5; 38.0; 32.1; 10.2;16.7;15.7;0.0;74.2;538.5
  02/1950;  1.1;  0.0;  0.0; 45.6; 30.5;  3.7; 14.3;  4.1;  0.5; 16.0;  0.6; 24.1;  0.0;  0.0;  0.0; 36.0;  8.1;  2.3;  0.0; 23.4; 14.1;  6.7;  5.3;  0.7;  1.3;  5.2;  3.2; 18.1;---;---;---;45.6;264.9
  03/1950;  0.0;  0.0;  0.0;  0.0;  7.2;  3.2;  0.0;  0.0;  3.0;  0.0;  0.0; 13.1;  0.0;  0.0;  8.3;  3.1; 14.6;  0.6;  8.4;  0.3; 42.5;  0.0;  0.0;  0.4;  0.0;  0.0;  4.2;  0.0;0.0;3.5;0.0;42.5;112.4
  04/1950;  0.0;  7.1;  0.0;  3.2;  4.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 39.1;  0.0;  4.7;  1.0; 12.3;  4.1;  6.2;  0.0;  0.0;  0.0;  0.0;  0.1;  0.0;  2.5;  0.0;  0.0;0.0;0.0;---;39.1;84.3
  05/1950;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;0.0;0.0
  06/1950;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.1;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;0.1;0.1
  07/1950;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;0.0;0.0
  08/1950;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;0.0;0.0
  09/1950;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.2;  9.3;  0.0;  0.0;  0.0;0.0;0.0;---;9.3;9.5
  10/1950;  2.5;  0.0;  0.0;  2.1; 51.4;  0.0;  0.0; 34.1;  2.0;  0.0;  0.0;  0.0;  7.0;  0.0;  0.0;  0.0;  0.0;  1.5; 28.6;  2.6;  0.0;  0.0;  0.0;  0.1;  0.0;  0.0;  0.0;  0.0;0.0;0.0;13.0;51.4;144.9
  11/1950;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  1.0;  0.0;  3.0;  7.1;  0.0; 29.0;  5.6;  0.0; 14.4; 18.0; 33.8;  0.5;  7.4;  8.2; 20.2;  0.0;  0.0;  0.0; 51.0;  6.0; 16.7; 28.8;0.7;13.4;---;51.0;264.8
  12/1950;  0.0;  0.0;  0.0; 15.6; 17.3; 33.5;  1.6;  1.0; 19.0; 96.1;  7.7;  0.0;  3.1; 12.0;  8.0; 17.2;  0.0;  0.0;  0.0; 16.4;  0.1;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;12.7;48.6;5.6;96.1;315.5
  01/1951;  2.2;  4.6;  0.3; 15.6; 18.7; 27.1;  0.0;  3.1;  0.1;  0.0;  0.1; 42.7;  9.0;  6.4; 18.5; 29.0; 25.2; 15.7; 38.3;  4.1;  6.6;  2.0;  1.1; 39.0; 41.6; 12.5; 33.7;  0.0;6.5;13.1;0.1;42.7;416.9
  02/1951;  0.2;  0.0;  1.7;  0.0;  6.6; 41.7; 22.1; 10.0;  2.3; 12.7;  3.2;  0.0;  0.0;  3.3;  1.2;  3.6;  0.6;  0.0;  6.3;  3.1;  2.5; 23.5;  0.0;  0.0;  0.0;  0.4;  0.0; 11.8;---;---;---;41.7;156.8
  03/1951;  0.0;  0.0;  0.0;  0.0; 17.0;  7.5;  3.9; 10.5;  8.1;  0.0;  0.0;  2.6;  0.0; 31.1; 23.7;  0.0;  0.0;  0.0; 12.0; 22.1;  0.0;  0.0;  0.0; 12.6;  4.2;  0.0;  2.2;  0.0;0.0;0.0;0.0;31.1;157.5
  04/1951; 27.6; 28.0;  0.0;  0.0;  0.0;  7.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;28.0;62.6
  05/1951;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 10.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 12.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;4.2;0.0;0.0;12.5;27.2
  06/1951;  0.0;  0.0;  0.0;  0.0;  0.0;  0.7;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  6.1;0.0;0.0;---;6.1;6.8
  07/1951;  0.0;  0.0;  0.0;  0.7;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;0.7;0.7
  08/1951;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.2;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;0.2;0.2
  09/1951;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;0.0;0.0
  10/1951;  0.0;  0.0;  0.0;  0.0; 11.3;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 17.0; 21.6;  0.0;  0.0;  1.0;  1.1;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.7;0.0;0.0;0.0;21.6;52.7
  11/1951;  0.2;  0.0;  0.0;  0.0;  4.5;  0.0;  0.0;  0.0;  2.4;  0.0;  5.0;  0.0;  0.0;  0.0;  0.6;  0.0;  0.0;  0.0;  0.1;  0.9;  3.5; 26.8; 21.4; 20.2; 27.4;  0.7; 37.5;  7.5;1.3;0.0;---;37.5;160.0
  12/1951;  0.0; 24.7;  0.0;  0.0;  0.0;  0.2;  1.3;  1.9;  0.0; 17.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 13.1;  0.0; 13.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;2.9;8.7;7.6;24.7;90.9
  01/1952;  5.7;  1.3;  0.0;  0.0;  0.0;  0.0;  3.0;  0.0;  7.3;  0.0;  0.0;  4.4; 18.9;  3.0;  3.2;  0.8;  2.0;  0.0;  0.0;  0.0; 11.3;  0.0; 56.6; 41.5; 12.5;  2.0;  0.0;  0.8;0.0;0.0;0.0;56.6;174.3
  02/1952;  0.0; 23.4; 24.5;  1.2; 69.1; 20.2; 10.6;  1.0; 20.1;  4.0;  7.7;  0.0; 17.9;  0.0;  0.0; 61.8;  0.0; 88.6;  0.0; 13.0;  3.4;  1.0;  0.0;  0.0; 19.3;  0.0;  0.0;  5.1;4.0;---;---;88.6;395.9
  03/1952; 58.1; 45.7;  0.0;  0.0;  0.0;  7.7;  2.1; 10.7; 68.1; 13.4;  2.8;  0.0;  0.0; 19.1;  9.3;  0.6;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  9.8; 34.6;  0.0;  2.4;  0.0;  0.0;0.0;2.8;0.0;68.1;287.2
  04/1952;  0.0;  0.0;  0.0;  0.0;  0.0; 19.4;  0.0;  0.0;  0.0;  0.0; 17.4;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;19.4;36.8
  05/1952;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;0.0;0.0
  06/1952;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 15.1;  8.2; 11.3;  0.0;  0.0;  0.0;  0.0;  0.0; 11.6;  7.3;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;15.1;53.5
  07/1952;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;0.0;0.0
  08/1952;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  1.2;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;1.2;1.2
  09/1952;  0.0;  0.0;  0.0;  0.0;  5.2;  1.1;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  3.6;  1.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.5;  0.0;0.0;0.0;---;5.2;11.4
  10/1952;  0.0;  0.0;  0.0;  0.0;  0.0;  4.5;  0.0;  6.7;  0.0; 24.0;  0.0;  6.8;  2.0;  0.0;  0.0;  0.0;  6.5; 28.3; 14.4;  0.0;  3.4;  0.0;  0.0; 11.4;  0.0; 20.6;  0.2;  0.0;0.0;0.0;0.0;28.3;128.8
  11/1952;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  5.4; 34.3;  4.6;  6.8;  0.0;  0.0;  0.0;  0.0;  0.0;  0.3; 35.2; 15.2; 16.6; 13.2;  0.0;  0.0;  0.0;  1.3;  0.0;  0.0;  0.0;  0.0;1.6;2.6;---;35.2;137.1
  12/1952;  0.0;  0.0;  0.0;  0.0;  0.0;  0.2;  0.0;  0.0;  0.0;  5.8;  1.5; 36.1;  2.6;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  4.7;  4.0;  0.0;  0.0;  0.0;  4.2; 53.0;  0.0;  0.0;0.0;0.0;0.0;53.0;112.1
  01/1953;  5.5;  7.4; 36.7;  0.1;  4.0;  2.3; 28.2;  2.2;  7.7;  0.0;  0.0;  7.8;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  1.1;  3.0; 15.1; 15.0; 40.2;  7.0;5.4;0.0;0.0;40.2;188.7
  02/1953;  0.0;  0.0; 48.8;  0.0; 10.1;  0.0;  0.0;  0.0;  7.5;  0.0;  0.0;  0.0; 18.7;  1.5;  0.0;  0.0;  0.0;  3.0;  0.0;  0.0; 29.0; 22.5;  0.0;  0.0;  6.1;  2.0;  0.7;  2.2;---;---;---;48.8;152.1
  03/1953;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.2;  1.0;  0.0;  1.2; 20.2;  0.6;  9.2;  1.0;  0.0; 11.2;  3.4; 11.7; 23.8;  0.0;  6.5; 14.2;  3.5; 48.0; 14.0;1.8;0.0;0.0;48.0;171.5
  04/1953;  0.0;  1.0; 12.4;  0.0;  6.6;  0.0;  5.5;  5.1;  0.0;  0.0;  0.2;  0.0;  0.0;  0.0;  0.0; 10.7;  0.0;  0.0;  0.0;  0.0;  0.2;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;12.4;41.7
  05/1953;  0.0;  0.0;  0.0;  0.1;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  5.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  7.6;  8.6;  0.0;  1.4;  0.0;  0.0;  0.0;0.0;0.0;0.0;8.6;23.2
  06/1953;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 23.7;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;23.7;23.7
  07/1953;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 11.2; 13.3;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;13.3;24.5
